trial_num,country_pair,model_name,temperature,sim_score_1_to,sim_score_2_to,sim_score_1_and,sim_score_2_and,sim_score_1_degree,sim_score_2_degree,sim_diff_to,sim_diff_and,sim_diff_degree
1,U.S.A.-Mexico,gpt-4o-mini,0.8,15,15,15,15,10,15,0,0,-5
2,U.S.A.-Mexico,gpt-4o-mini,0.8,15,15,12,15,12,15,0,-3,-3
3,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,15,15,-5,-3,0
4,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
5,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
6,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,12,12,-5,-3,0
7,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
8,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,14,15,-3,-3,-1
9,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,12,15,-5,-3,-3
10,U.S.A.-Mexico,gpt-4o-mini,0.8,10,12,10,15,15,15,-2,-5,0
11,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
12,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
13,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
14,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
15,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,12,10,-5,-3,2
16,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,10,15,10,15,-3,-5,-5
17,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,12,12,-5,-3,0
18,U.S.A.-Mexico,gpt-4o-mini,0.8,10,14,12,15,12,15,-4,-3,-3
19,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
20,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,10,15,-3,0,-5
21,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,15,15,12,15,-5,0,-3
22,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,14,15,12,14,-3,-1,-2
23,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,12,-3,-3,0
24,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,15,15,-5,-3,0
25,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
26,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,15,15,-5,-3,0
27,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,15,15,-5,-3,0
28,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,15,15,-3,0,0
29,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,12,15,-3,0,-3
30,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,12,-3,-3,3
31,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,15,15,-3,0,0
32,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
33,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
34,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,10,15,12,15,-3,-5,-3
35,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,12,-3,-3,0
36,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,15,15,-3,0,0
37,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,15,15,-3,0,0
38,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,14,-3,-3,1
39,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,15,12,-3,0,3
40,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,12,12,-5,-3,0
41,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,12,15,-3,0,-3
42,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,14,-3,-3,1
43,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
44,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,14,15,-3,-3,-1
45,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
46,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,12,15,-3,0,-3
47,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
48,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,10,15,10,15,-3,-5,-5
49,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
50,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
51,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,15,15,-3,0,0
52,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,10,15,15,15,-3,-5,0
53,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,12,12,-5,-3,0
54,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,15,-3,-3,-3
55,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,15,15,15,15,-5,0,0
56,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,15,15,12,15,-5,0,-3
57,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
58,U.S.A.-Mexico,gpt-4o-mini,0.8,12,12,15,15,12,15,0,0,-3
59,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,14,12,-5,-3,2
60,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
61,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,12,15,-3,0,-3
62,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,14,15,-3,-3,-1
63,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,15,15,-3,0,0
64,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,10,15,-5,-3,-5
65,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
66,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,14,10,-3,-3,4
67,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,10,15,-3,-3,-5
68,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,10,15,12,15,-5,-5,-3
69,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,12,10,-3,-3,2
70,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,10,15,15,15,-3,-5,0
71,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,12,15,12,15,-5,-3,-3
72,U.S.A.-Mexico,gpt-4o-mini,0.8,15,12,12,15,12,15,3,-3,-3
73,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,15,15,12,15,-3,0,-3
74,U.S.A.-Mexico,gpt-4o-mini,0.8,10,15,15,15,12,15,-5,0,-3
75,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
76,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,12,15,15,15,-3,-3,0
77,U.S.A.-Mexico,gpt-4o-mini,0.8,12,15,10,15,15,15,-3,-5,0
1,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,10,5,-5,-5,5
2,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,10,5,5,-3,0,0
3,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,5,10,10,-5,0,0
4,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,8,5,10,-3,2,-5
5,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
6,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
7,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,10,-5,0,-5
8,U.S.S.R.-Poland,gpt-4o-mini,0.8,10,5,10,10,5,8,5,0,-3
9,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,5,8,-5,-5,-3
10,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,5,5,10,5,7,0,-5,-2
11,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,5,5,-5,-5,0
12,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,5,10,10,5,10,0,0,-5
13,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,12,10,10,-3,-2,0
14,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
15,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,5,5,5,-5,5,0
16,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,5,10,5,-5,5,5
17,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,5,5,8,5,5,0,-3,0
18,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,8,10,8,-3,2,2
19,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,12,5,10,6,5,-7,-5,1
20,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,5,6,-5,-5,-1
21,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,5,5,10,-5,5,-5
22,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,12,10,10,10,5,-7,0,5
23,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,9,-5,0,-4
24,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,10,5,5,-3,0,0
25,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,8,10,5,8,-5,-2,-3
26,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,5,5,5,-3,5,0
27,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,5,5,-5,-5,0
28,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,10,-5,0,-5
29,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,10,5,8,-3,0,-3
30,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
31,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,5,5,5,-5,5,0
32,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,8,10,5,-5,2,5
33,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,8,-5,0,-3
34,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,5,10,10,5,5,0,0,0
35,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
36,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,10,-5,0,-5
37,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,8,5,-5,0,3
38,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,5,5,5,-5,0,0
39,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,12,10,5,5,-5,2,0
40,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,12,12,10,5,5,-7,2,0
41,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,8,5,-5,-5,3
42,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,8,10,5,10,-5,-2,-5
43,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
44,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,8,5,10,-5,2,-5
45,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
46,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,12,10,8,5,-5,2,3
47,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,10,-5,0,-5
48,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,8,10,10,8,-5,-2,2
49,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,12,10,5,10,5,-7,5,5
50,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,5,5,-5,-5,0
51,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,8,5,-5,0,3
52,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
53,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
54,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,8,5,5,7,-5,3,-2
55,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,5,10,10,5,-3,-5,5
56,U.S.S.R.-Poland,gpt-4o-mini,0.8,10,10,10,8,8,5,0,2,3
57,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
58,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,5,6,-5,-5,-1
59,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,5,10,10,5,5,0,0,0
60,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
61,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,12,8,5,-3,-2,3
62,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,12,10,10,5,-5,2,5
63,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,5,10,10,5,5,0,0,0
64,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,12,5,5,5,-5,7,0
65,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,10,-5,0,-5
66,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
67,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,12,5,5,-5,-7,0
68,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,5,10,10,8,5,0,0,3
69,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,10,8,5,-3,0,3
70,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,5,10,5,8,-5,-5,-3
71,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,12,5,8,-5,-2,-3
72,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,7,10,8,10,5,-2,2,5
73,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,10,8,5,10,-3,2,-5
74,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,10,5,5,-5,0,0
75,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,10,10,5,10,5,-5,5,5
76,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,8,8,10,5,5,-3,-2,0
77,U.S.S.R.-Poland,gpt-4o-mini,0.8,5,6,10,8,5,5,-1,2,0
1,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,3,2,0,2
2,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
3,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
4,China-Albania,gpt-4o-mini,0.8,5,4,5,5,5,5,1,0,0
5,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
6,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
7,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,8,0,0,-3
8,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
9,China-Albania,gpt-4o-mini,0.8,5,3,5,6,5,5,2,-1,0
10,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
11,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
12,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
13,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
14,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
15,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,6,2,0,-1
16,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
17,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
18,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
19,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
20,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
21,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
22,China-Albania,gpt-4o-mini,0.8,5,3,5,5,3,5,2,0,-2
23,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
24,China-Albania,gpt-4o-mini,0.8,6,4,5,5,5,5,2,0,0
25,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
26,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
27,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
28,China-Albania,gpt-4o-mini,0.8,5,3,5,5,3,5,2,0,-2
29,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
30,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
31,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
32,China-Albania,gpt-4o-mini,0.8,5,4,5,5,5,5,1,0,0
33,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
34,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
35,China-Albania,gpt-4o-mini,0.8,5,2,5,3,5,5,3,2,0
36,China-Albania,gpt-4o-mini,0.8,6,5,5,5,5,5,1,0,0
37,China-Albania,gpt-4o-mini,0.8,5,4,5,5,4,5,1,0,-1
38,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
39,China-Albania,gpt-4o-mini,0.8,5,4,5,5,5,5,1,0,0
40,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
41,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
42,China-Albania,gpt-4o-mini,0.8,5,5,5,5,2,5,0,0,-3
43,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
44,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
45,China-Albania,gpt-4o-mini,0.8,3,5,5,5,5,5,-2,0,0
46,China-Albania,gpt-4o-mini,0.8,5,5,5,7,5,5,0,-2,0
47,China-Albania,gpt-4o-mini,0.8,5,3,5,4,5,5,2,1,0
48,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
49,China-Albania,gpt-4o-mini,0.8,5,2,5,4,5,5,3,1,0
50,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
51,China-Albania,gpt-4o-mini,0.8,5,3,4,5,5,5,2,-1,0
52,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
53,China-Albania,gpt-4o-mini,0.8,4,3,5,5,5,5,1,0,0
54,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
55,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
56,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
57,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
58,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
59,China-Albania,gpt-4o-mini,0.8,5,4,5,5,3,5,1,0,-2
60,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
61,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
62,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
63,China-Albania,gpt-4o-mini,0.8,5,5,5,4,5,5,0,1,0
64,China-Albania,gpt-4o-mini,0.8,5,3,4,5,5,5,2,-1,0
65,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
66,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
67,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
68,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,4,0,0,1
69,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,5,0,0,0
70,China-Albania,gpt-4o-mini,0.8,5,2,5,5,5,5,3,0,0
71,China-Albania,gpt-4o-mini,0.8,5,5,6,5,5,5,0,1,0
72,China-Albania,gpt-4o-mini,0.8,5,5,5,5,5,8,0,0,-3
73,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
74,China-Albania,gpt-4o-mini,0.8,5,3,5,5,5,5,2,0,0
75,China-Albania,gpt-4o-mini,0.8,4,3,5,5,5,5,1,0,0
76,China-Albania,gpt-4o-mini,0.8,5,4,5,5,5,5,1,0,0
77,China-Albania,gpt-4o-mini,0.8,5,5,5,4,5,5,0,1,0
1,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
2,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,15,0,-3,0
3,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
4,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,15,18,-3,-3,-3
5,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,15,18,-3,-3,-3
6,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
7,U.S.A.-Israel,gpt-4o-mini,0.8,13,15,15,18,15,15,-2,-3,0
8,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,15,0,-3,0
9,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,15,15,-3,-3,0
10,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
11,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,17,0,-3,-2
12,U.S.A.-Israel,gpt-4o-mini,0.8,10,15,15,18,15,15,-5,-3,0
13,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,15,0,-3,0
14,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
15,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
16,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,15,15,18,0,0,-3
17,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,15,18,-3,-3,-3
18,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,17,0,-3,-2
19,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,14,16,-3,-3,-2
20,U.S.A.-Israel,gpt-4o-mini,0.8,15,16,15,18,15,18,-1,-3,-3
21,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,15,18,-3,-3,-3
22,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,14,16,0,-3,-2
23,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,15,0,-3,0
24,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,15,0,-3,0
25,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
26,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,14,15,0,-3,-1
27,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,16,15,18,0,-1,-3
28,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,15,18,-3,-3,-3
29,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,17,0,-3,-2
30,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
31,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,15,0,-3,0
32,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,17,15,18,0,-2,-3
33,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
34,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
35,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,18,15,18,-3,-3,-3
36,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
37,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
38,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
39,U.S.A.-Israel,gpt-4o-mini,0.8,15,15,15,18,15,18,0,-3,-3
40,U.S.A.-Israel,gpt-4o-mini,0.8,12,15,15,15,15,18,-3,0,-3
