trial_num,country_pair,model_name,temperature,sim_score_1_to,sim_score_2_to,sim_score_1_and,sim_score_2_and,sim_score_1_degree,sim_score_2_degree,sim_diff_to,sim_diff_and,sim_diff_degree
32,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,18,15,3,0,3
33,Belgium-Luxembourg,gpt-4o-mini,0.8,16,15,15,15,15,15,1,0,0
34,Belgium-Luxembourg,gpt-4o-mini,0.8,16,16,15,15,15,15,0,0,0
35,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,16,15,15,3,-1,0
36,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,16,15,16,3,-1,-1
37,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
38,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
39,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,17,3,0,-2
40,Belgium-Luxembourg,gpt-4o-mini,0.8,15,16,17,15,18,15,-1,2,3
41,Belgium-Luxembourg,gpt-4o-mini,0.8,18,18,15,15,15,15,0,0,0
42,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,16,15,15,3,-1,0
43,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
44,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,16,0,0,-1
45,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
46,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,18,18,18,3,-3,0
47,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,17,15,0,0,2
48,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
49,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
50,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
51,Belgium-Luxembourg,gpt-4o-mini,0.8,15,16,15,15,15,15,-1,0,0
52,Belgium-Luxembourg,gpt-4o-mini,0.8,15,18,15,15,16,15,-3,0,1
53,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
54,Belgium-Luxembourg,gpt-4o-mini,0.8,18,17,15,18,15,15,1,-3,0
55,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
56,Belgium-Luxembourg,gpt-4o-mini,0.8,15,16,15,15,15,16,-1,0,-1
57,Belgium-Luxembourg,gpt-4o-mini,0.8,15,18,15,15,15,15,-3,0,0
58,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,16,0,0,-1
59,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
60,Belgium-Luxembourg,gpt-4o-mini,0.8,18,16,15,15,15,18,2,0,-3
61,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
62,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
63,Belgium-Luxembourg,gpt-4o-mini,0.8,17,15,15,15,15,15,2,0,0
64,Belgium-Luxembourg,gpt-4o-mini,0.8,18,16,15,15,15,15,2,0,0
65,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
66,Belgium-Luxembourg,gpt-4o-mini,0.8,18,16,15,18,16,15,2,-3,1
67,Belgium-Luxembourg,gpt-4o-mini,0.8,18,17,15,15,15,15,1,0,0
68,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
69,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
70,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
71,Belgium-Luxembourg,gpt-4o-mini,0.8,17,15,15,15,15,15,2,0,0
72,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
73,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
74,Belgium-Luxembourg,gpt-4o-mini,0.8,17,15,15,15,15,15,2,0,0
75,Belgium-Luxembourg,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
76,Belgium-Luxembourg,gpt-4o-mini,0.8,18,16,15,18,15,15,2,-3,0
77,Belgium-Luxembourg,gpt-4o-mini,0.8,15,15,15,15,16,15,0,0,1
1,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,5,10,5,7,5,5
2,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,5,5,10,5,5,0,5
3,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,10,5,5,5,5
4,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,10,5,5,5,5
5,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,10,5,5,0,5
6,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,5,10,10,7,5,0
7,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,5,10,5,7,7,5
8,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,10,5,5,5,5
9,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,10,5,5,0,5
10,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,10,5,5,5,5
11,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,10,10,5,5,5,5
12,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,10,5,7,0,5
13,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,10,8,5,2,2
14,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,10,5,5,0,5
15,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,3,10,5,5,5,7,5,0
16,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,10,5,5,2,5
17,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,10,5,5,2,5
18,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,8,5,7,0,3
19,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,10,12,5,2,-2
20,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,12,5,5,2,7
21,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,4,10,5,5,5,8,5,0
22,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,10,10,5,5,5,5
23,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,5,10,5,5,10,5
24,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,5,10,5,5,10,5
25,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,12,5,5,5,7
26,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,5,10,5,7,7,5
27,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,15,5,10,5,7,10,5
28,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,5,10,5,7,5,5
29,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,12,10,5,5,3,5
30,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,12,5,5,5,7
31,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,10,5,5,5,5
32,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,5,10,5,7,7,5
33,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,10,5,5,2,5
34,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,15,5,10,10,10,5,10,0,5
35,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,10,5,5,2,5
36,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,12,5,5,0,7
37,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,10,12,5,7,2,7
38,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,12,10,5,0,2
39,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,12,10,5,5,3,5
40,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,10,10,5,5,2,5
41,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,3,15,10,10,8,7,5,2
42,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,10,10,5,7,2,5
43,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,10,5,7,0,5
44,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,10,5,7,0,5
45,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,15,10,10,5,7,5,5
46,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,8,10,5,5,-2
47,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,10,5,5,7,2,0
48,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,10,5,5,0,5
49,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,8,5,5,5,2,0
50,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,10,7,7,0,3
51,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,5,10,10,7,7,0
52,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,5,5,12,10,5,0,2
53,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,15,10,10,5,7,5,5
54,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,5,5,10,10,5,10,0,0,-5
55,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,10,5,5,0,5
56,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,12,10,10,7,0,0
57,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,12,10,10,5,3,0
58,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,12,5,5,5,7
59,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,10,10,5,5,5,5
60,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,5,15,5,7,5,10
61,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,10,5,5,5,5
62,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,10,8,5,7,2,3
63,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,5,4,5,0,1
64,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,12,10,12,5,7,2,7
65,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,10,10,5,5,0,5
66,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,4,15,12,10,5,6,3,5
67,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,12,5,7,0,7
68,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,15,8,10,10,5,7,0
69,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,10,5,7,0,5
70,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,8,12,12,5,5,-4,7
71,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,5,10,5,5,7,5
72,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,5,10,5,7,5,5
73,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,15,8,15,5,7,7,10
74,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,12,5,10,10,10,5,7,0,5
75,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,10,5,10,5,5,5,5
76,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,8,8,10,5,5,0,5
77,U.S.A.-U.S.S.R.,gpt-4o-mini,0.8,10,5,12,8,10,5,5,4,5
1,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
2,China-North Korea,gpt-4o-mini,0.8,15,15,16,15,15,15,0,1,0
3,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
4,China-North Korea,gpt-4o-mini,0.8,16,15,18,15,15,15,1,3,0
5,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
6,China-North Korea,gpt-4o-mini,0.8,18,15,18,16,15,15,3,2,0
7,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
8,China-North Korea,gpt-4o-mini,0.8,16,15,18,15,15,15,1,3,0
9,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,16,15,3,0,1
10,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
11,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
12,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
13,China-North Korea,gpt-4o-mini,0.8,17,15,18,15,15,15,2,3,0
14,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
15,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
16,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
17,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
18,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
19,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
20,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
21,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
22,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,14,0,3,1
23,China-North Korea,gpt-4o-mini,0.8,17,15,17,15,15,15,2,2,0
24,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
25,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,16,15,3,3,1
26,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
27,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,17,15,3,3,2
28,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
29,China-North Korea,gpt-4o-mini,0.8,17,15,18,15,15,15,2,3,0
30,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
31,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
32,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
33,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
34,China-North Korea,gpt-4o-mini,0.8,17,15,18,15,15,15,2,3,0
35,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
36,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
37,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
38,China-North Korea,gpt-4o-mini,0.8,16,15,15,15,15,15,1,0,0
39,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
40,China-North Korea,gpt-4o-mini,0.8,17,15,18,15,15,15,2,3,0
41,China-North Korea,gpt-4o-mini,0.8,16,15,18,15,15,15,1,3,0
42,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
43,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,18,15,0,3,3
44,China-North Korea,gpt-4o-mini,0.8,15,15,16,15,15,15,0,1,0
45,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
46,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
47,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
48,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
49,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
50,China-North Korea,gpt-4o-mini,0.8,16,15,18,15,15,15,1,3,0
51,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
52,China-North Korea,gpt-4o-mini,0.8,18,15,16,15,15,15,3,1,0
53,China-North Korea,gpt-4o-mini,0.8,18,15,16,15,15,15,3,1,0
54,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
55,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
56,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
57,China-North Korea,gpt-4o-mini,0.8,16,15,15,15,18,15,1,0,3
58,China-North Korea,gpt-4o-mini,0.8,16,15,15,15,15,15,1,0,0
59,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
60,China-North Korea,gpt-4o-mini,0.8,16,15,18,15,15,15,1,3,0
61,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
62,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
63,China-North Korea,gpt-4o-mini,0.8,16,15,15,15,15,15,1,0,0
64,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,18,15,0,0,3
65,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,15,15,3,3,0
66,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,18,15,0,0,3
67,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
68,China-North Korea,gpt-4o-mini,0.8,15,15,17,15,15,15,0,2,0
69,China-North Korea,gpt-4o-mini,0.8,15,15,18,15,15,15,0,3,0
70,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
71,China-North Korea,gpt-4o-mini,0.8,18,15,18,15,18,15,3,3,3
72,China-North Korea,gpt-4o-mini,0.8,16,15,17,15,15,15,1,2,0
73,China-North Korea,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
74,China-North Korea,gpt-4o-mini,0.8,16,15,15,15,15,15,1,0,0
75,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
76,China-North Korea,gpt-4o-mini,0.8,18,15,15,15,15,15,3,0,0
77,China-North Korea,gpt-4o-mini,0.8,17,15,16,15,15,15,2,1,0
1,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
2,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
3,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
4,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
5,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,12,0,0,3
6,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
7,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
8,India-Sri Lanka,gpt-4o-mini,0.8,16,15,15,15,15,15,1,0,0
9,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
10,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
11,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
12,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
13,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
14,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
15,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,16,15,15,0,-1,0
16,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
17,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
18,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
19,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
20,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
21,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
22,India-Sri Lanka,gpt-4o-mini,0.8,15,16,15,15,15,15,-1,0,0
23,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
24,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
25,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
26,India-Sri Lanka,gpt-4o-mini,0.8,15,15,17,15,15,15,0,2,0
27,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
28,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
29,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
30,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
31,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
32,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
33,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
34,India-Sri Lanka,gpt-4o-mini,0.8,15,18,15,15,15,15,-3,0,0
35,India-Sri Lanka,gpt-4o-mini,0.8,17,15,15,15,15,15,2,0,0
36,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
37,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
38,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
39,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
40,India-Sri Lanka,gpt-4o-mini,0.8,17,15,15,15,15,15,2,0,0
41,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
42,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
43,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
44,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
45,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
46,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
47,India-Sri Lanka,gpt-4o-mini,0.8,16,15,15,15,15,15,1,0,0
48,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
49,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
50,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
51,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
52,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
53,India-Sri Lanka,gpt-4o-mini,0.8,17,15,15,15,15,15,2,0,0
54,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
55,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,14,15,15,0,1,0
56,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
57,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
58,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
59,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
60,India-Sri Lanka,gpt-4o-mini,0.8,15,15,15,15,15,15,0,0,0
